tweet,label
"@Marjori87941817 @KatheleenMitro I know just what you mean that smug Shit eating grin arrogant bastard",1
"@VisageAwko you nasty bastard",1
"You need someone who knows how to treat a man ",0
"Even tho I want to see how you put that thing on me, I will not let you get the best of me" ",0
"If it aint about the money, you can miss me with it",0
"@niftyvibe oh you care . do not call me an ugly biatch either .",1
"If you do not got it you do not got it . give it up",0
"When they stop following you   you know you have  won ",0
"@That_no1_biatch I will just sip my beer and say you are an awesome woman",0
"@TheView All other Muslim countries are not banned did all you uninformed bimbos miss that. it is tiring listening to you morons. Get informed",1
"@emilymshields @Aujae_Dixon Oh Lord! karma is really a bitch.  Now you can speak truth?  Ah Nuh dem huh hail?",1
"You are fucking with those basics when you really want a bad bitch.",0
"@Jo_rd_y  also  Shut the fuck up you motherfucking thunder cunt come guzzling Dick sucking ball licking bitch tit bastard hoe",1
"My left boob hurts, bitch better chill or i am having her removed, then you call me one tit Heather.",0
"So my coworker calls and asks me if I can go in 30 mins earlier and i am like ugh i do not know shes like bitch i thought you need your Tit money Laughing my ass off",0
"I am not no tit for tat ass bitch. Once you do some that I cannot deal wit I just move around ",0
"@iamfonda @puppymnkey She is also pure cancer. Look at refugee crime in Germany. NOT IN TRUMP COUNTRY BITCHES ! FUCK YOU CUNTS!",1
"Bitches would talk about you so bad or do you so wrong but then be in your face smiling like they aint do shit",0
"@BYGs1004 YESSS. I need sarcastic bitches in my life. Hahaha. I would go crazy without people like you to banter with. ",0
"trick bitches who reply to only part of a long text you sent and ignore the rest piss me the fuck off",0
"These bitches going always have a problem with you,Guh for one you bad as a motherfucker !",0
"Young thug: No i am not gay I fuck bitches on bitches = Gay Biggie : you look so good I wanna suck your daddies dick = Legend",0
"You know what it is like to be dragged through the mud face down    and have someone ask "anything yet"?  .waiting on you to blow up.",0
"baby do you know what percs do i had got it out the mud too ",0
"@EFC_Jayy @Nigel_Farage I blow your council house up then you will be in a mud hut",1
"@MrAnansi @gatzby_ A mud trumpet is where you blow into the trumpet and a bunch of shit flies out of it like mud or even human shit.",1
"Show no support, I cannot fuck witcha You blow junkie, ima a mud sippa Ima big dog, you a pug nigga You a ugly nigga Ima stud nigga #Triggered",0
"why do people make it a bad thing if girls are drunk?? yeah i am hammered so what you bollock bag fuck scum",0
"@ian_bollock you are the fucking man. #Believe",0
"@craigyboy_1991 was not on any mate   but top dollar today mate   you have your haters but any of them would give a bollock to have them 3/7 ",0
"@ExaminerHTAFC no, are Huddersfield? You dropped a bollock tonight and should be looking over your shoulder at Reading closing in! #mullered",0
"@TheLastLeg #aye You bet your right bollock",0
"@Thomas_Powell20 you would give your left bollock to be in our position and you know it",0
"@gisby_marc did I bollock you for that?",0
"@NigelGBenn I would give a left bollock for this fight to happen one last time come on @EddieHearn if anyone can you can son",0
"@Sketch1984 @TheRealDonEast If you notice me senpai, I will bugger off",0
"@TonyTaipan1234 you are a tough bugger [thumbs up]",0
"@PadraigBelton Why would you bugger around with a GandT? Haggis would not taste better with quinoa instead of oatmeal. Enjoy simplicity.",0
"@oliverstarkk are you on the west coast, because that must be a bugger to do?",1
"@LockieLancaster you are a lucky bugger wish I did",0
"@NapierinFrame You scruffy bugger! cannot a barber reach that high?",1
"@GerardWoodhous1 You do good work. Insomnias a bugger though.",0
"@Coodabeens @aliciasometimes @outersanctum01 Bugger! I missed you.  I will pencil you in for next week.",0
"@ClackPuppi so much hate you do not need in real life friends when you have friends who want to fuck your tight little bum",0
"Shaun if you are reading this, do your taxes you fuckin bum",0
"If you came out had a buzz at 17. But now you a bum from hell at 21. No big deal you still have a little time to learn get it right!",0
"Are you sure you wanna party with the demons?",0
"i lost myself trying to keep up with some bum ass niggas, i was focused on you when you were focused on these bitches",0
"@corvoattvno @sleepyficteer you could just watch rise of the guardians and be a bunny fucker like sarah",1
"@FrantaBlu Because traps are hot, you bunny fucker.",1
"Do I look like Bugs Bunny, you fucker.",0
"@IamAnekee You are so beautiful Aneke!! You have a #pretty nose #busty #boobs. I send you a kiss on your nose ",0
"@I_m_sunaina You both are BUSTY! #Mister Horny",0
"@ThomasSanders You have such a hot  personality  Butt is pretty fantastic too ",0
"@misterperfekt  i am taking my butt to bed! I see you have no mercy tonight!",0
"@ThomasSanders of course you show you are a butt again. ",1
"@ThomasSanders we get it you have a nice butt",0
"@CrankGameplays @YouTube @Girbeagly i got there before you you butt",1
"you wanna fuck your grandmas lawn ornaments? you wanna shove a butt plug up your grandmas butterfly windsock and play your fiddle to it yo ",0
"@realDonaldTrump when the fuck are we going to oust your ass? We know you have got lots of Russian money up your butt.",1
"Nothing like playing control with 5 ransoms that want to just butt fuck in the same doorway the entire match  oh destiny why do love you lol",0
"To the hot girl with the jiggly butt and friend sitting the fuck down . As much as you want me and @__Beamin to come over we #pro to lessons",0
"You are only good at the basketball game on game pigeon because you fuck black guys"  @sydneebeezy  someones butt hurt I won ",1
"OK HOW THE FUCK DO YOU WIPE YOUR BUTT SITTING DOWN ON THE TOILET  I do not UNDERSTAND",0
"Gotta love when the automatic toilet flushes as you walk into the stall . it is like entrance music for my butthole.",0
"@JesskaNightmare what if you did a comic where Samus kicks trump in his butthole",0
"@JillKassidyy does your butthole have contractions when you cum? Just wondering ",0
"I am amazed at how many people do not use baby wipes. do not you have any respect for your butthole?",0
"@FinkDadzZ only one in the butthole what kinda whorebag do you take me for!",1
"I wrote the polm about beadon Eyes like whiskey Nose like @Rudolph You look like butthole",1
"Would you lick koolaid out my butthole?",0
"I am a Bang Bang Chiddy, bang, Bang, bang killer Nipple tit clit licker Ball like a dribble Put you on a pickle, nibble on my dickle",0
"Some of you guys are cock blocking me. it is not appreciated.",0
"I want you to cum no matter where it is. Shove your cock down my throat as you pull my hair. I will swallow every single drop.",0
"@Kirstiejarath I wanna shake the hand of the man who has seen those titties bounce up and down while you were riding his cock",0
"@BlazerSenpai @TheRealMrTrees you mean the place where they massage your cock for money? I think there is  a name for them",0
"What is going on? You guys are making a deal and his fucking cock is swaying in my face"  @white_ronn867 ",1
"Have you had a day where you did not feel like being a boy, or a girl, or both, or neither  . But a cock block ",0
"straight to the android! take care of you everything weh deh in my wallet and in my pocket cock up yuh bumper, sit down pon it .",0
"@katwarner3 @jr_swiatek @bardmoor very active dating life" . So you sleep around with multiple guys who use you for an over you cock pocket",1
"Cock up yuh bumper, sit down pon it Gyal yo pum pum good and yuh fit Mi wi give you everything weh deh in my wallet And in my pocket ",0
"instead, I ask myself, why do you everything weh deh in my wallet and in my pocket cock up yuh bumper, sit down pon it gyal yo .",0
"@IronSuitedUp "Because I never flirted with you like a dumb bimbo after a ride on your cock and the money in your pocket like you depicted",1
"would not be driving, it does not matter cause you are everything weh deh in my wallet and in my pocket cock up yuh bumper, sit .",0
"@LaziestJolteon "Oh? you are a shy Pokmon~? Unexpected ." Begins to specifically slap her cockhead against Sloths fat pussy.",1
"@keithlstokes you are a fucking cockhead",1
"@primalscream4 @justlooking193 I think I have this video.  You can tell she REALLY felt him fucking her womb with his HUGE #Cock head ",0
"@TOM STOP NABBING MY SCREENSHOT YOU COCKHEAD",1
"@berniedole lol  so he is a cockhead I am boring When are you blocking me ",1
"@churchysfan there is a difference between you two, he is a complete cockhead.",0
"@Nieve4361 Do you want us to win you cockhead? Being Christian oriented we are tolerant! BUT do not push our limits! @TurkeyUntold",1
"@RichardDiNatale @realDonaldTrump mate just worry about getting more votes than 1 nation you cockhead",1
"@TurnbullMalcolm  i support you TO NOT BE OUR PRIME MINISTER or support your pay to ve cut #cockhead #march madness #Labour #fuck liberal",1
"@AlexMunroo @australian @TurnbullMalcolm Tell that to the Charlie Hebdo crew you cockhead.",1
"@jake_hawg34 Did you say the eagles are pulling away from the cocks?",0
"@PrinceOrgana I love you, too. {He cocks his head to the side, sucking a little mark into Rens neck} The old one was faded.",0
"@wtony_tony @VicenteFoxQue @realDonaldTrump easy bitch you suck big cocks.",1
"Cocks playing that Fuck You D! #March Madness",0
"Marquette had a nice lead but you cannot forget the cocks love coming from behind",0
"Only place where you can yell "GO COCKS" and get away with it: South Carolina.",0
"@eddiepepitone Do not you think they will impeach the orange cocksucker?",0
"@bobo_hstern @JefftheDrunk1 Jeff blocked me too??? What a pussy cocksucker. I guess being a degenerate makes you soft as fuck. #jeff is a bitch",1
"@jessa Eat shit you fucko COCKSUCKER!",1
"@GovMikeHuckabee did not your cocksucker son strangle a dog? Fuck you",1
"Sirens blare  Japan, fearing North Korea, holds first missile drill FUCK YOU MOTHERFUCKING COCKSUCKS. 120 ON A FRIDAY. GO FUCKING DIE!!!!!!",0
"If the cocksucks threaten YOU! WRITE IT, TELL IT, SING IT! Even if it is EMBARRASSING! WE have to KNOW what the bastards ARE DOING!",0
"@j_oa You WERE the SHITTIEST motherfucker to be POTUS please save me a bullet and kill yourself you cocksukka ape chitown gangsta",1
"@SultrySpider He chuckles, flexing a bit for her as he gets settled. "Likewise, if you are not taking my cum, the fun is practically lost .",0
"If she does not cum in 10 mins that pussy do not pop for you player #If She Challenge",0
"It aint cheating if you do not cum  old white guy",0
"@MissMadisonMay god i want to cum in you bad!",0
"@CupcakKe_rapper bitch you deserve everyone of those cum sippers.",1
"@freak_n_sheetz is it wrong that i wanna watch krazy fuck tygers ass fill it full of cum and let me clean you both up after with my tongue",0
"@Eddie__Carbone @th3j35t3r Eddie, you are a cum guzzler.",1
"@smoss Look at this little BITCH running his mouth nothing but a nut juggling cum guzzler. You and your Snoop dog and just FUCK each other",1
"@schweinehund74 hahaha wipe off your chin before you come to twitter cum guzzler",1
"@schweinehund74 you could not afford to walk in the front entrance of the bellagio cum guzzler. how is your asshole after last night? Sad!",1
"@NolteNC did you see the cum guzzler arguing with help I got shot in the squint eye Joe nbc about who is more fake? Epic job trump",0
"@lilacwanderess you tasteless cum guzzler. Bet her favorite chips are Lays or fritos.",1
"@Z4utDzz4owJVIlA bitch stop being a fucking slut you dirty cum guzzler go fuck your self",1
"#TS Filipina I have this fantasy I wanna watch a video of you cumming on my photo, please upload and tag me, I wanna watch it and cum with it",0
"your pussy "let it out" and you instantly came. arching your back, cumming all over his mouth, Keith groaning licking you up all clean.",0
"@jimmykimmel you are a stupid ass little bitch   Fucking cunt.  do not like the president get the fuck out of America you little bitch  TRUMP",1
"@sarah_chinn @LTrevill Sarah you cunt ",1
"Why do all of my friends threaten to block me? I mean I know i am a putulant cunt but come now what would you do without me???",0
"@jessa No one cares because you are a cunt",1
"@iquanyin @wwpearson @Reinhard_Wolff what an ignorant cunt. I reserve that word for people just like you.",1
"@jessa You fucking cunt",1
"You fucking cunt",0
"@CosmicBananas @Dr_Rob_Hoffman Well you are a woman so you are opinion is invalid. Get in the kitchen and make me a sandwich you cuntbag.",1
"Fuck off Monalee you cuntbag",1
"@FAC_M7 haha fuck off cuntbag! You heard about us reportedly readying a new deal for Rooney? #Captain Leader Legend",1
"@jordangibbons2 hahaha cheers see you later cuntbag",1
"@heatherwalsh13 yes I do you cuntbag",1
"@veneficaultrix Go slit your wrists and do pushups in bathsalts you illiterate cuntbag.",1
"@Gichy_Gooner so these cunts bother you too",0
"So I guess all you boring Cunts just went home to the safe house and tweeted all night?",0
"@hyped_resonance or your dick since you probably would",0
"@kkkillermeekeem @That1DarkFaggot i do not understand what you just said but mate if you are gonna fuck my pussy and my dick hole go hard",0
"@DareLazlo can you be my dildo plug, need to go up my dick hole",0
"but also do you sand that shit down because could not you cut your dick while putting it in the hole",0
"So I yell back excuse you? And the dick hole does not even have the balls to acknowledge me lol",0
"Like you are irking my dick hole  enjoy not following me anymore so I will not get on your nerves and you will not bother me ",1
"@Sabina_Leigh Pretty sure you stick your dick in it, balls go in the smaller hole, and it just makes your dick "bigger",0
"that is the wrong hole, no it is not bitch you tripping yuh, bitch i am post malone wit that dick that is that extension yuh",0
"@CNN @realDonaldTrump   Hey Dick Chaney why do not you take A Hole Trump hunting?",0
"@KanyeAsadaTacoo so when you get your huge dildo in the mail you are gonna love me forever right? ",0
"@dragonIoIi have you ever used a dragon dildo?  I ask because new",0
"how you gonna play a nigga like dildo",0
"you can get in my pants skip the intro, i love my mom, my dad and my dildo",0
"@HillaryClinton too bad you could not learn  honesty, patriotism, love of Americans, no man left behind, moral ethics, and integrity. You LOST",0
"thank you everyone  please dm me any videos or pictures.",0
"@Jenna_Marbles CONGRATS ON 17 MILLION! YOU DESERVE IT SO MUCH BABE! NEVER FORGET HOW AMAZING YOU ARE! THE DINK FAM AND I LOVE YOU SO MUCH!",0
"@JimNorton @netflix @YouTube  I watched twice today!  Awesome!   Thanks for the special.   you are friends cat and the dildos .  laughing my fucking ass off!",0
"@Eddie__Carbone @th3j35t3r I mistakenly liked your tweet. I rescind my like and am here to inform you that dildos do not pick their battles.",0
"Any of you dildos wanna fight? Huh?",0
"@tinylilfae Wait I did not know you even had that many dildos. Can you even fit half of them?",0
"@ShySinger14 i am sorry Drake it is just you have the biggest dick and The dildos not doing it anymore I WANT YOU",0
"If you walk in with 20 people on a Friday night at 9:30 with no reservation you are a duche.",0
"@Rosie Like a millionaire once told me: you do not get rich by leaving tips or giving to charity. He was a total duche too.",0
"@BlessingAjimoti Please give me few minutes, would message you",0
"@duche_n Hey you!!!",0
"Am short of words, certain things you see in this government and you actually think do people really want this change ",0
"Boy you are such a duche",0
"@Mikel_Jollett @babs_klein Duh now I wonder which one it is? Oh my gosh it is Donnie the Goose Stepping Douche Bag in all his Nazi glory you",0
"@kurteichenwald yep, good police work. But you are still a douche.",1
"Thanks @realDonaldTrump for your meeting with @AngelaMerkeICDU . Just when I thought you could not be more of a douche, you proved me wrong.",1
"Uncertainty plus you being a jerk or douche plus cryptic message you always drop (but does not make sense) plus you being in lalaland equals me dumping you",1
"@deadmau5 well how else will people know you are a douche if you do not use them",0
"Hey if you wanna be a douchebag do you ",0
"@mkb35652 @Casey_Clemmons you are a typical deplorable douchebag who will get hurt by Molester In Chiefs policies as well. #Trump Russia",1
"@Alexxx_1992 Same guy who says anyone who lets his buddy offer to pick you up from airport is a douchebag. Backwards logic guy.",0
"How stupid do you have to be to believe anything that comes out of Liver Lips #Trump mouth? #Liar In Chief #psychotic #idiot #douchebag",0
"No way. cannot happen because you are a major douchebag.",0
"I swear the way people act about their job kills me . Like how about you do not act like a major douchebag just this one time.",0
"The last name sounds like what you would call a dirtbag dinosaur",0
"@murderized are you saying this shit because you watched the teenage dirtbag music video and now you miss them",0
"humans betrayed him. And he had a feeling who did this."Doctor Insano ",0
"What are you talking about, dirtbag?" One officer ",0
"@3rdPeriodSuits could not tell you the first but the one I remember most vividly was Gary Roberts in triple OT vs Ottawa in 02 playoffs.",0
"I am just a teenage dirtbag baby like you",0
"@_ClayPot Damn, this made me laugh. YOU GREEDY DIRTBAG",1
"@CPJonGoSox @blainecalkinsmp are not you cute #libtard #dirtbag #criminal #racist",1
"@ESPN_Esports @Jankoslol @LxthuL #Greenwall has got you dirtbag! Lol",1
"@Courtneyking85 this is exhausting. I was not even talking to you.  The woman in the picture called both Maddow and I a dyke.",0
"PSA DYKES  just because you find out someone else at work is a dyke do not mean you all suppose to have dyke venting sessions  shut the fuck up and work",0
"@qweesus you love taking the big dyke girls side",1
"@boujieblackgirl no because you look like a dude dyke ",1
"@destanixx delete your twitter you fat dyke",1
"@SourWithATwist How would you feel if I spread the rumor your fanny is very loose and that is how "Micro" was born? Because I will.",1
"I would tell I weed joke but it would be to blunt . that made no since  ahhh fuck you funny me  fanny loose misspell",0
"@MrMediaUK @Reuters No. that is what you drink from to be such a raging fanny.",1
"@conorhudnut can you believe people would pay for a $400 fanny pack?? I cannot even bring myself to pay $400 on school books",0
"Why not if you know something speak now! @rsvpster: We do not believe the Frank Ocean rumors. #SXSW",0
"@youngzesty follow me back what the fuck is wrong with you @BrittneynO2 get this fag",1
"Give me traps .Bear traps What you think I was going to say? Fag",0
"@ladyjane1950 you are ok with the bestiality stuff as long as it is not a fag water buffalo?",0
"@afcmatt_ you aint a gangsta no mo so much hate fag",1
"@AnastasiaLilium no despite you being a fag",1
"@Rivxnn what you laughing at fag?",1
"@PsyQoArves it was satire love you .fag",1
"@Xfiini @nesskinz untag to you are a faggot you have a guy that is not you as your avi off yourself",1
"when you are at the strip club and you see some faggot kid you hates ex going back and forth from the bathroom with guys",0
"i wanna fucking beat you more and more every time i see someone retweet your shit you faggot",0
"@StephenSnel23 Faggot. "I feel bad". Like you did not jack off like everyone else else.",1
"@Mike_6_Petrie what is the point? If you drink a lot either way you get drunk one way without chugging a beer like a faggot",0
"@Kawzxy @Mr_Bubbalishus I will fuck you till you love me faggot",1
"You know you are a fatass when you yell YAAAAS in your car because you suddenly remember there are Jelly beans waiting for you at home.",0
"@Shnoop_Dogg haha dumbass how was school today fatass did you run out of breath running to class",1
"Fuck you donald trump I do not need a fatass in a suit telling me what to do"  Billie Joe Armstrong 2017",1
"@xowenm and I FATASS thought this was you for like two seconds",1
"@MamaJune_BooBoo I think Sugar Bear and that fatass woman are barely literate. You should have snatched her up and knocked her ass to the floor.",0
"@Gold_Rush Dave should not be embarrassed. Todd should. He stands around and does nothing. you see him rolling on ground during fight? Fatass",1
"I love you like a fat kid loves cake",0
"Jennifer is enormous. Call it fat shaming. Call it what you want. She is beyond obese. #From Not To Hot #Mama June",0
"@jbarro I am not a fat slob that eats McDonalds and I supported Trump. You have drawn a line of war.",1
"@capettaa you fucked up",1
"Fuck all those roses on your merchandise especially  if you are a total dude think of something else",0
"summer percival: *exists* me: fuCK you,,,,fuck .,,,,fucking hell,,, fcuk,,,,,,",0
"@telikonol @REEEENORMIEGTFO Fuck you! German is hard alright!!!",1
"I am on a whole another level Girl, he only fcuked you over because you let him Fuck it girl, I guess you did not know any better #DONT",0
"Like fuck you and your kids, breast and nipples are normal ",0
"change my mind about the voice acting of breath of the wild it is pretty bad fuck you @JPsupper",1
"@RuthHHopkins @PattyArquette I just changed my password to "You can go fuck yourself!",0
"@bhogleharsha bleady fcuker that is why you are not in the commentary box",1
"@z4zai fortunate fcuker you are",1
"someone petted me until it got to 169 pets Hello you fcuker",0
"@QuicheSucks this is gonna short out the screen . when you hydro that fcuker",0
"@geertwilderspvv i am kurdish with turkish and will fuck you geert you mother fcuker",1
"Fcuker. do not you know I have a backup account? ",0
"@ckstarling I WAS GONNA SEND YOU A SCREENSHOT I LITERALLY AM FCUKING FUMING",0
"I fcuking hate it, hated it since day one. You talk shit, like it is what you say . you fucking little runts, do not ever see me in life,",0
"my last fcuking retweet are you fucking kidding them",0
"i fcuking hate the english language. you would think inflammable means "not flammable", but nah, it means "likely to catch on fire" so much hate ",0
"@bigdavec1971 @AngeBlue55 @nickeardleybbc I thought you did not want debate as well as your kids never having power feck offyou said",0
"@delilahpointe feck off you aint fat.",1
"Ok. So between Beauty and the Beast, Me Before You and The Choice, I have basically been crying for 8 hours straight. Feck sake",0
"No @bingfromkiddy you feck yourself up, Alcohol is neither there or here  @metnok @oldishrockchick",1
"@bbagan79_bagan Or a go feck you Gideon page  lol",1
"@eddireader @AngeBlue55 @nickeardleybbc here is a suggestion for one thing you can do for me   . feck right off",1
"@Glinner if you would have written this they would have teld you to feck off, you would be too far from fucking reality!",1
"@liannerowepop do not expect anything from you. You are too transparent. Now really, feck off.",1
"@RobertDDamron and after me giving Tommy Tolles a specific line off the 11th he said "who the feck do you think I am Greg Norman" #classic",0
"Hahaha you want me dead you fecker hahaha @bingfromkiddy @metnok @oldishrockchick",1
"@TheBeastcub They did not even contact you until 3 MONTHS went by? Holy Furry Fecker. Do you have any of this in writing? IE, email or ?",0
"@SpeakerRyan You may have just ruined St. Patricks Day for me indefinitely. Feckin spineless fecker.",1
"@DinoTourGuide do not you dare you sneaky fecker",1
"@Joe_Sugg you have broken all your irish subscribers today including me you cheeky fecker you",1
"27 years I have been lighting a wood burner. You think I can make the fecker go tonight. Has the wind turned round? *Mary Poppins face.",0
"@RichieAllenShow Happy St paddys day me old fecker, i am off out on de pish , hope you are too , have a good one   cheers . Fluffles ",0
"@Xanbunny oh my fucking god how deep into your mind did you dig to get that image into your head. The thought of that flange turns me so gay is2g",0
"@bigSimes not wrong with my diagram, you want to make sure your flange bucket is aligned",0
"For every minute you are angry you lose sixty seconds of happiness.   Ralph Waldo Emerson #quote",0
"100 with ruby" 100% do not give a fuck get off my Snapchat you flange",0
"@KarynBryant Fook this guy Karyn you rock and are a (Font) of MMA info Big Love you are the Best.",0
"@endstpats  you are an arse, fook you. Go end whatever stupid holiday you may have",1
"@endstpats  and a big Fook you !!!!! St. Patricks Day will be here forever you fooker",1
"@FoxNews @HillaryClinton Just by looking at her you can tell she is a slimy git!",1
"@MedinaMarie_PI @rockcandy87 And if you do not like it, "make like a tree and get the fook outta here.",1
"@ShepNewsTeam in honor of our patron St. Patrick this Flynn would like to extend a giant fook you. #Happy St.Patricks day asshole",1
"That is because you are an old fooker",0
"#The Replacement .  this is what happens when you leave your computer unlocked when you go to the toilet  . some fooker finishes it off pdq",0
"@D_Dublu_racing like you Bud awesome talent who never managed to win the World  title, life can be a fooker at times,stay strong #DW43",0
"@Jd4101 @AriRoseee Never watch my movies you fooker.",1
"@ChalobaIIer @oconnells31 Yeah, it is a fooker when you are champions, eh .?",1
"@adampally FUCK YOU you are nothing but a Puppet for George Soros you Hollywood Cunts Promote Racial Divide not Trump or he is Supporters",1
"I wanna beat a goverment pharma puppet thinking about what our brains would be doing without all those fucking neurotoxins. Fuck you.",0
"@realDonaldTrump apologize to the rest of the world for your lies on wiretapping, but not to us for being a russian puppet? fuck you!",1
"@STEPHMHAMILL  Fuck you Puppet Ryan.",1
"You just a nigga I used to fuck with ion fuck witcha nomo",0
"Fuck these hoes and fuck life I have been waiting here all damn night Not one call or text from you You are the same as my ex, fuck you (Bitch)",0
"Low key, the milly rock the move you hit when you at the bar and you trynna let a muh fucker slide past you laughing my ass off think about it.",0
"@beardvillain well check you out! I will be there one day, tryna be the DON of that motha fucka lol",0
"You lying bitch. She lying like a mutha fucka. Oh I can feel my TSA tingles. This mutha fucka lying. @GetOutMovie #bestquote ",1
"you know i am with that fucka nigga bih",0
"You a soft mofucka, a fag mofucka If you mad because you like you never had mofucka Fuck yo ass mofucka, that is the past mofucka",0
"Do not run back tell me shit the next muda FUCKa said! Tell me wtf you said in my DEFENSE #fuck out my face",0
"i will not lie to you all  I have had a rough couple of weeks and i have been binge drinking like a mutha fucka sorry if i have offended you truly",0
"Hate me as you beg "save me", secretly hoping to get to watch my spirit die. NOPE. You continue to drown; swim! Mufucka, you will not even try.",0
"motha fucka said "you look like a raw onion",0
"You ol pussy ass, cake ass, punk ass, trick ass, sucker ass, fuck ass, dick in the booty ass, K Y Jelly packing ass nigga",0
"Bun B: You ol pussy ass, cake ass, punk ass, trick ass, sucker ass, fuck ass, dick in the booty ass, K Y Jelly packing ass nigga  ",0
"My attitude is literally what you call  "fucked up" ",0
