tweet,label
 @esotericcd i shocked youre shocked fox news hosts pull info asses ,0
 @ryotenarmy fandoms start dogging you asses i cannot stand you problematic armys you reason bts gets much hate ,1
 @iprincecharles you taran mczorn saying dominicans bitch asses wow @godomrep help ,0
 @cnn like 500 people congress you always showing us asshole ,1
 @aynrandpaulryan asshole you presume anything ,1
 stop you fucking asshole retweet ,0
 man whistled me get my attention work today i may helped you i wanted smack you across face asshole ,0
 @heynikki1 @trumpliwood fuck you asswhole go move hawaii ,1
 i asswhole you cut me driving i ride your ass til your final destination make you feel uncomfortable fuck ,0
 @huffingtonpost you make report everything asswhole says spread even paranoid view world ,0
 @chuckjohnson69 @downthelibhole @thetrumpbureau @haroldsandersen @potus fuck you asswhole ,1
 @ianfortey @realdonaldtrump you think you you president asswhole hillary ,0
 @realdonaldtrump @nbcnews you leaked date let us see asswhole ,1
 miss seeing you yt @phillyd i always support you matter you man love your face you beautiful bastard ,0
 i going freeze you right goodbye poor bastard ,0
 back dutch everywhere you want carried past two em depending bastard nobody drink i ,0
 @flyinbrianj yeah you good ppvs brazil cards starting seven pm your time you lucky bastard ,0
 @marjori87941817 @katheleenmitro i know you mean smug shit eating grin arrogant bastard ,1
 @visageawko you nasty bastard ,1
 you need someone knows treat man ,0
 even tho i want see you put thing me i let you get best me ,0
 aint money you miss me ,0
 @niftyvibe oh you care call me ugly biatch either ,1
 you got you got give ,0
 stop following you you know you won ,0
 @thatno1biatch i sip my beer say you awesome woman ,0
 @theview muslim countries banned you uninformed bimbos miss tiring listening you morons get informed ,1
 @emilymshields @aujaedixon oh lord karma really bitch you speak truth ah nuh dem huh hail ,1
 you fucking basics you really want bad bitch ,0
 @jordy aslo shut fuck you motherfucking thunder cunt come guzzling dick sucking ball licking bitch tit bastard hoe ,1
 my left boob hurts bitch better chill i removed you call me one tit heather ,0
 my coworker calls asks me i go 30 mins earlier i like ugh i know shes like bitch i thought you need your tit money laughing my ass ,0
 i tit tat ass bitch you i cannot deal wit i move around ,0
 @iamfonda @puppymnkey also pure cancer look refugee crime germany trump country bitches fuck you cunts ,1
 bitches would talk you bad you wrong your face smiling like aint shit ,0
 @bygs1004 yesss i need sarcastic bitches my life hahaha i would go crazy without people like you banter ,0
 trick bitches reply part long text you sent ignore rest piss me fuck ,0
 bitches going always problem youguh one you bad motherfucker ,0
 young thug i gay i fuck bitches bitches gay biggie you look good i wanna suck your daddies dick legend ,0
 you know like dragged mud face someone ask anything yet waiting you blow ,0
 baby you know percs i got mud ,0
 @efcjayy @nigelfarage i blow your council house you mud hut ,1
 @mranansi @gatzby mud trumpet you blow trumpet bunch shit flies like mud even human shit ,1
 show support i cannot fuck witcha you blow junkie ima mud sippa ima big dog you pug nigga you ugly nigga ima stud nigga triggered ,0
 people make bad thing girls drunk yeah i hammered you bollock bag fuck scum ,0
 @ianbollock you fucking man believe ,0
 @craigyboy1991 mate top dollar today mate you your haters would give bollock 37 ,0
 @examinerhtafc huddersfield you dropped bollock tonight looking your shoulder reading closing mullered ,0
 @thelastleg aye you bet your right bollock ,0
 @thomaspowell20 you would give your left bollock position you know ,0
 @gisbymarc i bollock you ,0
 @nigelgbenn i would give left bollock fight happen one last time come @eddiehearn anyone you son ,0
 @sketch1984 @therealdoneast you notice me senpai i bugger ,0
 @tonytaipan1234 you tough bugger thumbs ,0
 @padraigbelton would you bugger around gandt haggis would taste better quinoa instead oatmeal enjoy simplicity ,0
 @oliverstarkk you west coast must bugger ,1
 @lockielancaster you lucky bugger wish i ,0
 @napierinframe you scruffy bugger cannot barber reach high ,1
 @gerardwoodhous1 you good work insomnias bugger though ,0
 @coodabeens @aliciasometimes @outersanctum01 bugger i missed you i pencil you next week ,0
 @clackpuppi much hate you need real life friends you friends want fuck your tight little bum ,0
 shaun you reading your taxes you fuckin bum ,0
 you came buzz 17 you bum hell 21 big deal you still little time learn get right ,0
 you sure you wanna party demons ,0
 i lost myself trying keep bum ass niggas i focused you you focused bitches ,0
 @corvoattvno @sleepyficteer you could watch rise guardians bunny fucker like sarah ,1
 @frantablu traps hot you bunny fucker ,1
 i look like bugs bunny you fucker ,0
 @iamanekee you beautiful aneke you pretty nose busty boobs i send you kiss your nose ,0
 @imsunaina you busty mister horny ,0
 @thomassanders you hot personality butt pretty fantastic ,0
 @misterperfekt i taking my butt bed i see you mercy tonight ,0
 @thomassanders course you show you butt ,1
 @thomassanders get you nice butt ,0
 @crankgameplays @youtube @girbeagly i got you you butt ,1
 you wanna fuck your grandmas lawn ornaments you wanna shove butt plug your grandmas butterfly windsock play your fiddle yo ,0
 @realdonaldtrump fuck going oust your ass know you got lots russian money your butt ,1
 nothing like playing control five ransoms want butt fuck doorway entire match oh destiny love you lol ,0
 hot girl jiggly butt friend sitting fuck much you want me @beamin come pro lessons ,0
 you good basketball game game pigeon you fuck black guys @sydneebeezy someones butt hurt i won ,1
 ok fuck you wipe your butt sitting toilet i understand ,0
 gotta love automatic toilet flushes you walk stall like entrance music my butthole ,0
 @jesskanightmare you comic samus kicks trump butthole ,0
 @jillkassidyy your butthole contractions you cum wondering ,0
 i amazed many people use baby wipes you respect your butthole ,0
 @finkdadzz one butthole kinda whorebag you take me ,1
 i wrote da polm beadon eyes like whiskey nose like @rudolph you look like butthole ,1
 would you lick koolaid my butthole ,0
 i bang bang chiddy bang bang bang killer nipple tit clit licker ball like dribble put you pickle nibble my dickle ,0
 you guys cock blocking me appreciated ,0
 i want you cum matter shove your cock my throat you pull my hair i swallow every single drop ,0
 @kirstiejarath i wanna shake hand man seen titties bounce you riding cock ,0
 @blazersenpai @therealmrtrees you mean place massage your cock money i think name ,0
 going you guys making deal fucking cock swaying my face @whiteronn867 ,1
 you day you feel like boy girl neither cock block ,0
 straight android take care you everything weh deh my wallet my pocket cock yuh bumper sit pon ,0
 @katwarner3 @jrswiatek @bardmoor active dating life you sleep around multiple guys use you you cock pocket ,1
 cock yuh bumper sit pon gyal yo pum pum good yuh fit mi wi give you everything weh deh my wallet my pocket ,0
 instead i ask myself you everything weh deh my wallet my pocket cock yuh bumper sit pon gyal yo ,0
 @ironsuitedup i never flirted you like dumb bimbo ride your cock money your pocket like you depicted ,1
 would driving matter cause you everything weh deh my wallet my pocket cock yuh bumper sit ,0
 @laziestjolteon oh you shy pokmon unexpected begins specifically slap cockhead sloths fat pussy ,1
 @keithlstokes you fucking cockhead ,1
 @primalscream4 @justlooking193 i think i video you tell really felt fucking womb huge cock head ,0
 @tom stop nabbing my screenshot you cockhead ,1
 @berniedole lol cockhead i boring you blocking me ,1
 @churchysfan difference you two complete cockhead ,0
 @nieve4361 you want us win you cockhead christian oriented tolerant push limits @turkeyuntold ,1
 @richarddinatale @realdonaldtrump mate worry getting votes 1 nation you cockhead ,1
 @turnbullmalcolm i support you prime minister support your pay ve cut cockhead march madness labour fuck liberal ,1
 @alexmunroo @australian @turnbullmalcolm tell charlie hebdo crew you cockhead ,1
 i seriously hate guys call girlfriends hen chick like okay you fucking cocks ,0
 @jakehawg34 you say eagles pulling away cocks ,0
 @princeorgana i love you cocks head side sucking little mark rens neck old one faded ,0
 @wtonytony @vicentefoxque @realdonaldtrump easy bitch you suck big cocks ,1
 cocks playing fuck you d march madness ,0
 marquette nice lead you cannot forget cocks love coming behind ,0
 place you yell go cocks get away south carolina ,0
 @eddiepepitone you think impeach orange cocksucker ,0
 @bobohstern @jeffthedrunk1 jeff blocked me pussy cocksucker i guess degenerate makes you soft fuck jeff bitch ,1
 @jessa eat shit you fucko cocksucker ,1
 @govmikehuckabee your cocksucker son strangle dog fuck you ,1
 sirens blare japan fearing north korea holds first missile drill fuck you motherfucking cocksucks 120 friday go fucking die ,0
 cocksucks threaten you write tell sing even embarrassing know bastards ,0
 @joa you shittiest motherfucker potus please save me bullet kill yourself you cocksukka ape chitown gangsta ,1
 @sultryspider chuckles flexing bit gets settled likewise you taking my cum fun practically lost ,0
 cum 10 mins pussy pop you player challenge ,0
 aint cheating you cum old white guy ,0
 @missmadisonmay god i want cum you bad ,0
 @cupcakkerapper bitch you deserve everyone cum sippers ,1
 @freaknsheetz wrong i wanna watch krazy fuck tygers ass fill full cum let me clean you my tongue ,0
 @eddiecarbone @th3j35t3r eddie you cum guzzler ,1
 @smoss look little bitch running mouth nothing nut juggling cum guzzler you your snoop dog fuck ,1
 @schweinehund74 hahaha wipe your chin you come twitter cum guzzler ,1
 @schweinehund74 you could afford walk front entrance bellagio cum guzzler your asshole last night sad ,1
 @noltenc you see cum guzzler arguing help i got shot squint eye joe nbc fake epic job trump ,0
 @lilacwanderess you tasteless cum guzzler bet favorite chips lays fritos ,1
 @z4utdzz4owjvila bitch stop fucking slut you dirty cum guzzler go fuck your self ,1
 ts filipina i fantasy i wanna watch video you cumming my photo please upload tag me i wanna watch cum ,0
 your pussy let you instantly came arching your back cumming mouth keith groaning licking you clean ,0
 @jimmykimmel you stupid ass little bitch fucking cunt like president get fuck america you little bitch trump ,1
 @sarahchinn @ltrevill sarah you cunt ,1
 my friends threaten block me i mean i know i putulant cunt come would you without me ,0
 @jessa one cares you cunt ,1
 @iquanyin @wwpearson @reinhardwolff ignorant cunt i reserve word people like you ,1
 @jessa you fucking cunt ,1
 you fucking cunt ,0
 @cosmicbananas @drrobhoffman well you woman you opinion invalid get kitchen make me sandwich you cuntbag ,1
 fuck monalee you cuntbag ,1
 @facm7 haha fuck cuntbag you heard us reportedly readying new deal rooney captain leader legend ,1
 @jordangibbons2 hahaha cheers see you later cuntbag ,1
 @heatherwalsh13 yes i you cuntbag ,1
 @veneficaultrix go slit your wrists pushups bathsalts you illiterate cuntbag ,1
 @gichygooner cunts bother you ,0
 i guess you boring cunts went home safe house tweeted night ,0
 @hypedresonance your dick since you probably would ,0
 @kkkillermeekeem @that1darkfaggot i understand you said mate you gonna fuck my pussy my dick hole go hard ,0
 @darelazlo you my dildo plug need go my dick hole ,0
 also you sand shit could you cut your dick putting hole ,0
 i yell back excuse you dick hole even balls acknowledge me lol ,0
 like you irking my dick hole enjoy following me anymore i get your nerves you bother me ,1
 @sabinaleigh pretty sure you stick your dick balls go smaller hole makes your dick bigger ,0
 wrong hole bitch you tripping yuh bitch i post malone wit dick extension yuh ,0
 @cnn @realdonaldtrump hey dick chaney you take hole trump hunting ,0
 @kanyeasadatacoo you get your huge dildo mail you gonna love me forever right ,0
 @dragonioii you ever used dragon dildo i ask new ,0
 you gonna play nigga like dildo ,0
 you get my pants skip intro i love my mom my dad my dildo ,0
 @hillaryclinton bad you could learn honesty patriotism love americans man left behind moral ethics integrity you lost ,0
 thank you everyone please dm me videos pictures ,0
 @jennamarbles congrats 17 million you deserve much babe never forget amazing you dink fam i love you much ,0
 @jimnorton @netflix @youtube i watched twice today awesome thanks special you friends cat dildos laughing my fucking ass ,0
 @eddiecarbone @th3j35t3r i mistakenly liked your tweet i rescind my like inform you dildos pick battles ,0
 you dildos wanna fight huh ,0
 @tinylilfae wait i know you even many dildos you even fit half ,0
 @shysinger14 i sorry drake you biggest dick dildos anymore i want you ,0
 you walk 20 people friday night 930 reservation you duche ,0
 @rosie like millionaire told me you get rich leaving tips giving charity total duche ,0
 @blessingajimoti please give me minutes would message you ,0
 @duchen hey you ,0
 short words certain things you see government you actually think people really want change ,0
 boy you duche ,0
 @mikeljollett @babsklein duh i wonder one oh my gosh donnie goose stepping douche bag nazi glory you ,0
 @kurteichenwald yep good police work you still douche ,1
 thanks @realdonaldtrump your meeting @angelamerkeicdu i thought you could douche you proved me wrong ,1
 uncertainty plus you jerk douche plus cryptic message you always drop make sense plus you lalaland equals me dumping you ,1
 @deadmau5 well else people know you douche you use ,0
 hey you wanna douchebag you ,0
 @mkb35652 @caseyclemmons you typical deplorable douchebag get hurt molester chiefs policies well trump russia ,1
 @alexxx1992 guy says anyone lets buddy offer pick you airport douchebag backwards logic guy ,0
 stupid you believe anything comes liver lips trump mouth liar chief psychotic idiot douchebag ,0
 way cannot happen you major douchebag ,0
 i swear way people act job kills me like you act like major douchebag one time ,0
 last name sounds like you would call dirtbag dinosaur ,0
 @murderized you saying shit you watched teenage dirtbag music video you miss ,0
 humans betrayed feeling thisdoctor insano ,0
 you talking dirtbag one officer ,0
 @3rdperiodsuits could tell you first one i remember vividly gary roberts triple ot vs ottawa 02 playoffs ,0
 i teenage dirtbag baby like you ,0
 @claypot damn made me laugh you greedy dirtbag ,1
 @cpjongosox @blainecalkinsmp you cute libtard dirtbag criminal racist ,1
 @espnesports @jankoslol @lxthul greenwall got you dirtbag lol ,1
 @courtneyking85 exhausting i even talking you woman picture called maddow i dyke ,0
 psa dykes you find someone else work dyke mean you suppose dyke venting sessions shut fuck work ,0
 @qweesus you love taking big dyke girls side ,1
 @boujieblackgirl you look like dude dyke ,1
 @destanixx delete your twitter you fat dyke ,1
 @sourwithatwist would you feel i spread rumor your fanny loose micro born i ,1
 i would tell i weed joke would blunt made since ahhh fuck you funny me fanny loose misspell ,0
 @mrmediauk @reuters you drink raging fanny ,1
 @conorhudnut you believe people would pay 400 fanny pack i cannot even bring myself pay 400 school books ,0
 you know something speak @rsvpster believe frank ocean rumors sxsw ,0
 @youngzesty follow me back fuck wrong you @brittneyno2 get fag ,1
 give me trapsbear trapswhat you think i going say fag ,0
 @ladyjane1950 you ok bestiality stuff long fag water buffalo ,0
 @afcmatt you aint gangsta mo much hate fag ,1
 @anastasialilium despite you fag ,1
 @rivxnn you laughing fag ,1
 @psyqoarves satire love youfag ,1
 @xfiini @nesskinz untag you faggot you guy you your avi yourself ,1
 you strip club you see faggot kid you hates ex going back forth bathroom guys ,0
 i wanna fucking beat you every time i see someone retweet your shit you faggot ,0
 @stephensnel23 faggot i feel bad like you jack like everyone else else ,1
 @mike6petrie point you drink lot either way you get drunk one way without chugging beer like faggot ,0
 @kawzxy @mrbubbalishus i fuck you till you love me faggot ,1
 you know you fatass you yell yaaaas your car you suddenly remember jelly beans waiting you home ,0
 @shnoopdogg haha dumbass school today fatass you run breath running class ,1
 fuck you donald trump i need fatass suit telling me billie joe armstrong 2017 ,1
 @xowenm i fatass thought you like two seconds ,1
 @mamajunebooboo i think sugar bear fatass woman barely literate you snatched knocked ass floor ,0
 @goldrush dave embarrassed todd stands around nothing you see rolling ground fight fatass ,1
 i love you like fat kid loves cake ,0
 jennifer enormous call fat shaming call you want beyond obese hot mama june ,0
 @jbarro i fat slob eats mcdonalds i supported trump you drawn line war ,1
 @capettaa you fucked ,1
 fuck roses your merchandise especially you total dude think something else ,0
 summer percival exists me fuck youfuckfucking hell fcuk ,0
 @telikonol @reeeenormiegtfo fuck you german hard alright ,1
 i whole another level girl fcuked you you let fuck girl i guess you know better dont ,0
 like fuck you your kids breast nipples normal ,0
 change my mind voice acting breath wild pretty bad fuck you @jpsupper ,1
 @ruthhhopkins @pattyarquette i changed my password you go fuck yourself ,0
 @bhogleharsha bleady fcuker you commentary box ,1
 @z4zai fortunate fcuker you ,1
 someone petted me got 169 pets hello you fcuker ,0
 @quichesucks gonna short screen you hydro fcuker ,0
 @geertwilderspvv i kurdish turkish fuck you geert you mother fcuker ,1
 fcuker you know i backup account ,0
 @ckstarling i gonna send you screenshot i literally fcuking fuming ,0
 i fcuking hate hated since day one you talk shit like you say you fucking little runts ever see me life ,0
 my last fcuking retweet you fucking kidding ,0
 i fcuking hate english language you would think inflammable means flammable nah means likely catch fire much hate ,0
 @bigdavec1971 @angeblue55 @nickeardleybbc i thought you want debate well your kids never power feck offyou said ,0
 @delilahpointe feck you aint fat ,1
 ok beauty beast me you choice i basically crying 8 hours straight feck sake ,0
 @bingfromkiddy you feck yourself alcohol neither @metnok @oldishrockchick ,1
 @bbagan79bagan go feck you gideon pagelol ,1
 @eddireader @angeblue55 @nickeardleybbc suggestion one thing you me feck right ,1
 @glinner you would written would teld you feck you would far fucking reality ,1
 @liannerowepop expect anything you you transparent really feck ,1
 @robertddamron me giving tommy tolles specific line 11th said feck you think i greg norman classic ,0
 hahaha you want me dead you fecker hahaha @bingfromkiddy @metnok @oldishrockchick ,1
 @thebeastcub even contact you three months went holy furry fecker you writing ie email ,0
 @speakerryan you may ruined st patricks day me indefinitely feckin spineless fecker ,1
 @dinotourguide you dare you sneaky fecker ,1
 @joesugg you broken your irish subscribers today including me you cheeky fecker you ,1
 27 years i lighting wood burner you think i make fecker go tonight wind turned round mary poppins face ,0
 @richieallenshow happy st paddys day me old fecker i de pish hope you good one cheers fluffles ,0
 @xanbunny oh my fucking god deep your mind you dig get image your head thought flange turns me gay is2g ,0
 @bigsimes wrong my diagram you want make sure your flange bucket aligned ,0
 every minute you angry you lose sixty seconds happiness ralph waldo emerson quote ,0
 100 ruby 100 give fuck get my snapchat you flange ,0
 @karynbryant fook guy karyn you rock font mma info big love you best ,0
 @endstpats you arse fook you go end whatever stupid holiday you may ,1
 @endstpats big fook you st patricks day forever you fooker ,1
 @foxnews @hillaryclinton looking you tell slimy git ,1
 @medinamariepi @rockcandy87 you like make like tree get fook outta ,1
 @shepnewsteam honor patron st patrick flynn would like extend giant fook you happy stpatricks day asshole ,1
 you old fooker ,0
 replacement happens you leave your computer unlocked you go toilet fooker finishes pdq ,0
 @ddubluracing like you bud awesome talent never managed win world title life fooker timesstay strong dw43 ,0
 @jd4101 @ariroseee never watch my movies you fooker ,1
 @chalobaiier @oconnells31 yeah fooker you champions eh ,1
 @adampally fuck you you nothing puppet george soros you hollywood cunts promote racial divide trump supporters ,1
 i wanna beat goverment pharma puppet thinking brains would without fucking neurotoxins fuck you ,0
 @realdonaldtrump apologize rest world your lies wiretapping us russian puppet fuck you ,1
 your idea replacing puppet shell scripts probably sign you idea fuck you ,0
 @stephmhamill fuck you puppet ryan ,1
 you nigga i used fuck ion fuck witcha nomo ,0
 fuck hoes fuck life i waiting damn night one call text you you my ex fuck you bitch ,0
 low key milly rock move you hit you bar you trynna let muh fucker slide past you laughing my ass think ,0
 @beardvillain well check you i one day tryna motha fucka lol ,0
 you lying bitch lying like mutha fucka oh i feel my tsa tingles mutha fucka lying @getoutmovie bestquote ,1
 you know i fucka nigga bih ,0
 you soft mofucka fag mofucka you mad you like you never mofucka fuck yo ass mofucka past mofucka ,0
 run back tell me shit next muda fucka said tell me wtf you said my defense fuck my face ,0
 i lie you i rough couple weeks i binge drinking like mutha fucka sorry i offended you truly ,0
 hate me you beg save me secretly hoping get watch my spirit die nope you continue drown swim mufucka you even try ,0
 motha fucka said you look like raw onion ,0
 you ol pussy ass cake ass punk ass trick ass sucker ass fuck ass dick booty ass k y jelly packing ass nigga ,0
 bun b you ol pussy ass cake ass punk ass trick ass sucker ass fuck ass dick booty ass k y jelly packing ass nigga ,0
 my attitude literally you call fucked ,0
 @johnarobles @kymberlymele you worry your fucked country jackass ,1
 you got me fucked ,0
 you know you gon die right ima kill fuck outta you ted get gon like kill mother fucker ,0
 you bitcher you fucker ,0
 @deviijho henlo hacker fucker henlo you stinky hacker go break your legs ugly ,1
 @doncheadle @realdonaldtrump dumbest fucker i ever seen n you leader classless clusterfuck you sean kelly 2 ,1
 called my father makes me look fucking foool coworkers my side man fuck you jokes you mother fucker ,0
 you get my phonefuckers ,0
 you live beaverton could you please party big als i cannot even park my house anymore you fuckers ,0
 @rogue151 always people fuckers stay strong you rock ,0
 mean avid fan you fuckers @sakuu @pkotetsu ,1
 i hit you fuckers i bet you go cheeto eating people runnin your shit ,0
 you fuckers hurt buster ,0
 vee you want chaser me real mother fuckers need chasers i real yea i take one ,0
 drive like fuckhead you cannot keep ,0
 @shagmefrida @npdasp sure you self righteous fuckhead ,1
 @speakerryan you biggest prick i ever seen you scumbag fuckhead i hope your dick gets slammed car door ,1
 @r4randall1 boo hoo fuckhead i hope you starve my fellow california citizens turn you immediately demand conservative governor ,1
 final year high school drama comes year you got fucking kidding me fuck me senior year bitches ,0
 i dude you fucks always hit come party i literally fuck you fuck my face ,0
 @ellymc fewer fucks you give less fucks less fucks you give even fewer fucks ,0
 my mom always says stuff winds me gets mad i get mad would you say fucks sake ,0
 @manamejefe @grimecraft @omgitsfirefoxx think you understand perfect pixel placement turn block bland fucktoy ,1
 @pennypen99 lovely breeding sow you need filled daddy cum make me fucktoy ,0
 @scarlettdavies7 @ggg2lex you find soon enough fucktoy ,1
 @chriscaesar @mrrobinmitchell @brandonleevear wanted take test government want charge you dense fuckwhit ,1
 @realdonaldtrump @markets ceo you fuckwhit americans ,1
 really shady people get away dickish actions change your ways better your life you fuckwhit ,0
 fuckwit landlords want you care property allowing you said ,0
 @dangermeow your fault fuckwit stink you ,0
 @manveerheir fucking breaking bad you dumb fuckwit along rest i mentioned ,1
 @eveforster you imagine like come visit fuckwit i cannot even ,0
 @rjbore @bridge53 i suppose you alternate plans sourcing lifes frivolous little luxuries like energy food fuel fuckwit ,1
 @nickkyrgios you look dictionary definition douchebag show picture you you fuckwit ,1
 i glad hear women fart bathrooms i know i one like girl you let big ass fart i gassy ,0
 you around bunch people you starting getting gassy you rip ass hold ,0
 best thing gassy my boss dick i crop dusting punk ass afternoon fuck you geezer ,0
 @7news stay home you smell like shit diarrhea you gassy good fired you nasty ass ,1
 you choking like russian gaylord lol ,1
 @anisajomha medici ancient rome yeahyou got something completely wrong ,0
 thanks listening gaylord you great ,0
 @michellemcbray2 thank you ,0
 @evangaylord proud you ,0
 @bonnnnerparte you gaylord i hate you ,1
 @emilyanngreif checking band gaylord you might like acoustic bonzo ,0
 @ericdavidson thank you man i appreciate ,0
 @rmgcharlie @roverradio @rmgnadz @cnn @foxnews lol cute basically you saying you still enjoy gay sex cnn ,0
 people wise you share something others someone life ,0
 please you share story crime you know people aware everything ,0
 you stupid shreds me thanks yes tucker max book famous try rich ,0
 date person challenges your intellectual side make you feel stupid ,0
 @redhothijinks losing remember spell check you saying someone else stupid @anootchka ,1
 you really think people care you boycotthawaii you favor going means stupidhead ,0
 remember you told yourself you going unfriend creepy guy facebook forgot yah well messaging you stupidhead ,0
 @faithvang deserve you you blessed blessing anyone see stupidhead ,0
 @giverylafroyo i called you stupidhead ,1
 people stop retweeting stuff my timeline ugly i might mute block you ,0
 @thatsjadyn lame you cannot fight ugly bitches ,0
 @realdonaldtrump yea cut meals seniors children you freakin idiot cut aid mental health you moron ,1
 @b30vulf @kurteichenwald video seizure would recording seizure you idiot ,1
 i hate living french fry max fucking un retweet goatse right you fuck ,0
 raspberryclock goatse man would make great golf caddy you think ,0
 @mcclure111 excuse me i file something you spell goatse ,0
 you drew goatse guys ring wrong hand actually my original character sheepbro whose ass goes even wider ,0
 @tullycraft look two girls one cup goatsecx you never save unsuspecting jackboot border agents ,0
 @geckovox you almost forget goatse existed ,0
 @89stevesmith @nflnetwork never forget you one my time favorite wr love you bro homo ,0
 @utaumitsu mitsu dear you stop denying you forever homo pats ,1
 @definedamo you come play me homo ,1
 @jakey i love you homo ,0
 authority homo cephalopods you called ,0
 roses red violets blue gladd gay you homo tho @demonfucker69 nasod bot ,1
 @davidsocomedy ok your channel dead anyways i kidding take offense love you though homo ,0
 i stand you you gay keep homo shit your pad fucken faggets sitting infront me ,0
 @dorahmodise ask hore eating you i realised you silently unfollowed me ,0
 @realpaigewwe you done go look your daddy your boy ant tell you bad hore tell you dick pitch ,1
 @alessandrahore you need stopped ,0
 @deoba yep stop right various you know ,0
 420 i horniest 15 year old you ever meet ,0
 @cordery1 hahaha aw mate horniest guy thank you bro ,0
 andre fav question me you boner you need help guy horniest thing brunei right funny fuck sassy ,0
 @dennyhamlin obviously you joking you much jerkare you ,0
 @hyrieus trudeau win elections you think win you might need jerk oleary run ,0
 @dabmaster @starsmoonandsun sucks sometimes you gotta put foochie face err side jerk set clear boundaries ,0
 @mlpstormyblack freaking jerk maybe i tell you ,0
 @steffaniembrown i really hope go you knows jerk ,1
 make you dream archtypes black angels flight upon wings distorted contorted metaphoric jizm love jones ,0
 i shoot you face muh jizm ,0
 @jamiestorment21 @teeeyem oh you goblin jizz ,1
 men serious question you tasted your jizz genuinely asking friend ,0
 @studroper sad you chicago would love get your jizz my fanny tonight ,0
 @jerkchickenman you still sherman mills ,0
 you think jizz cooks like egg whites ,0
 @realdonaldtrump screwing vulnerable country profiting like m0fo great things ex gop you suck ,1
 @djdela1960 lol you masochist bruh ,1
 you prolly like unless you masochist like me you better met important ,0
 @mrshikaki you sort masochist something ,1
 @clinejordan you masochist ,1
 @konekotheneko you fucking masochist koneko ,0
 @tayuyagirl feel you masochist apparently ,1
 conor mcgregor you sexy mofo nobody planet greater you ,0
 @jwsteel1 read fucking verse you stupid dumb mofo called sarcastic you stupid fucktard ,1
 @dejajamese you mofo ,1
 @kataiotokonoko you my attention ,0
 @yashar looking @realdonaldtrump like you dumb mofo ,1
 @riingram i feel sorry you good psychiatrist could help really sincerely ,0
 bitches know wanna sneak diss you yo friend ,0
 @draftcheat you yolo mofo ,1
 mothafuck you fuck you mans ion clap you you dome imma leave clips you diaphragm ,0
 @perdioyuri mothafuck makes me like magnus eevn you put jin ,1
 gotta stop letting preferences mothafuckas matter shit you count i give mothafuck ,0
 you buster mothafuck rhymes ,0
 i fucked yo bitch you fat mothafucka ,0
 first weird fuck culture shock like mothafucka you choice respect dudes fronting nobody ,0
 @rawwfaaa42 anything you mut mothafucka ,1
